Day,X,Y,Z,VX,VY,VZ
263,-0.393992,-0.135385,0.0250738,0.00335219,-0.0252337,-0.00236964
264,-0.389839,-0.160337,0.0226538,0.00492166,-0.0246425,-0.00246528
265,-0.384152,-0.184657,0.0201446,0.00642081,-0.0239751,-0.00254824
266,-0.377001,-0.208273,0.0175587,0.00784952,-0.0232383,-0.00261908
267,-0.368457,-0.23112,0.0149079,0.00920801,-0.0224383,-0.0026783
268,-0.35859,-0.253137,0.0122036,0.0104967,-0.0215806,-0.00272642
269,-0.34747,-0.27427,0.0094566,0.0117163,-0.0206702,-0.00276388
270,-0.335164,-0.294466,0.00667737,0.0128674,-0.0197118,-0.00279113
271,-0.321742,-0.313682,0.00387588,0.0139508,-0.0187093,-0.00280858
272,-0.30727,-0.331875,0.00106176,0.0149673,-0.0176665,-0.00281661
273,-0.291816,-0.349005,-0.00175576,0.0159178,-0.0165868,-0.00281555
274,-0.275444,-0.365039,-0.00456777,0.0168029,-0.0154731,-0.00280572
275,-0.258219,-0.379943,-0.00736563,0.0176234,-0.0143281,-0.0027874
276,-0.240207,-0.393687,-0.010141,0.0183798,-0.0131545,-0.00276087
277,-0.22147,-0.406245,-0.0128858,0.0190726,-0.0119543,-0.00272634
278,-0.202072,-0.417589,-0.0155922,0.0197024,-0.0107298,-0.00268402
279,-0.182076,-0.427698,-0.0182524,0.0202692,-0.00948272,-0.0026341
280,-0.161545,-0.436549,-0.0208589,0.0207733,-0.00821498,-0.00257674
281,-0.140541,-0.444123,-0.0234044,0.0212148,-0.00692818,-0.00251207
282,-0.119127,-0.450402,-0.0258817,0.0215934,-0.00562391,-0.00244021
283,-0.0973662,-0.455368,-0.0282835,0.0219089,-0.00430367,-0.00236126
284,-0.0753214,-0.459007,-0.0306029,0.022161,-0.00296893,-0.0022753
285,-0.0530566,-0.461304,-0.0328328,0.0223489,-0.00162112,-0.00218239
286,-0.030636,-0.462248,-0.0349664,0.022472,-0.000261693,-0.00208258
287,-0.00812508,-0.461828,-0.0369968,0.0225293,0.00110787,-0.00197592
288,0.0144101,-0.460033,-0.0389172,0.0225198,0.00248605,-0.00186241
289,0.0369019,-0.456857,-0.0407206,0.022442,0.00387124,-0.00174208
290,0.0592817,-0.452293,-0.0424004,0.0222947,0.00526174,-0.00161493
291,0.0814789,-0.446336,-0.0439496,0.0220761,0.00665568,-0.00148096
292,0.103422,-0.438985,-0.0453615,0.0217844,0.00805106,-0.00134017
293,0.125036,-0.430239,-0.0466292,0.0214175,0.00944565,-0.00119255
294,0.146245,-0.420099,-0.0477459,0.0209732,0.010837,-0.00103809
295,0.16697,-0.408571,-0.0487048,0.0204491,0.0122223,-0.000876815
296,0.187131,-0.395661,-0.049499,0.0198427,0.0135984,-0.000708726
297,0.206645,-0.381382,-0.0501218,0.0191511,0.0149619,-0.00053386
298,0.225423,-0.365746,-0.0505665,0.0183714,0.0163089,-0.000352276
299,0.243377,-0.348773,-0.0508262,0.0175007,0.0176347,-0.000164061
300,0.260415,-0.330486,-0.0508945,0.0165359,0.0189344,3.06542e-05
301,0.27644,-0.310915,-0.0507649,0.0154737,0.0202022,0.00023169
302,0.291353,-0.290093,-0.0504312,0.014311,0.0214315,0.000438799
303,0.305054,-0.268063,-0.0498876,0.0130449,0.0226151,0.000651659
304,0.317436,-0.244875,-0.0491283,0.0116724,0.0237446,0.000869849
305,0.328392,-0.220587,-0.0481483,0.0101912,0.0248107,0.00109283
306,0.337813,-0.195268,-0.0469432,0.00859927,0.0258028,0.00131993
307,0.345586,-0.168996,-0.0455092,0.00689533,0.0267094,0.00155031
308,0.351599,-0.141864,-0.0438435,0.00507907,0.0275176,0.00178295
309,0.355741,-0.113976,-0.0419443,0.00315143,0.0282129,0.00201659
310,0.357901,-0.0854536,-0.0398114,0.0011149,0.0287801,0.00224973
